Date,Open,High,Low,Close_Futures_LTP,Volume,Dhan_Source,Commodity,Security_ID,Unit,Basis_Proxy,Basis_Diff_d1
2025-12-19,134021.0,134360.0,133555.0,134196.0,9294.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,175.0,390.0
2025-12-22,134899.0,136820.0,134899.0,136744.0,12268.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1845.0,1670.0
2025-12-23,138297.0,138496.0,136651.0,137885.0,15622.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-412.0,-2257.0
2025-12-24,138166.0,138676.0,137292.0,138097.0,10574.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-69.0,343.0
2025-12-26,138574.0,140465.0,138574.0,139873.0,13408.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1299.0,1368.0
2025-12-29,139808.0,140444.0,134300.0,134942.0,21702.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-4866.0,-6165.0
2025-12-30,136000.0,137182.0,135292.0,136666.0,12236.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,666.0,5532.0
2025-12-31,136327.0,136354.0,134841.0,135447.0,11461.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-880.0,-1546.0
2026-01-01,135299.0,135890.0,135080.0,135804.0,1722.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,505.0,1385.0
2026-01-02,136999.0,137098.0,135504.0,135761.0,8587.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-1238.0,-1743.0
2026-01-05,136300.0,138280.0,136300.0,138120.0,10993.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1820.0,3058.0
2026-01-06,138666.0,139149.0,138001.0,139083.0,8508.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,417.0,-1403.0
2026-01-07,139140.0,139140.0,137400.0,138009.0,9563.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-1131.0,-1548.0
2026-01-08,137996.0,137996.0,136443.0,137742.0,8287.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-254.0,877.0
2026-01-09,137997.0,139550.0,137729.0,138819.0,9268.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,822.0,1076.0
2026-01-12,139600.0,142500.0,139600.0,142032.0,11935.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,2432.0,1610.0
2026-01-13,141847.0,142949.0,141311.0,142241.0,12746.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,394.0,-2038.0
2026-01-14,140501.0,143590.0,140501.0,143151.0,9473.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,2650.0,2256.0
2026-01-15,143483.0,143483.0,141960.0,143121.0,4837.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-362.0,-3012.0
2026-01-16,142589.0,143321.0,141220.0,142517.0,11809.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-72.0,290.0
2026-01-19,143321.0,145770.0,143320.0,145639.0,9177.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,2318.0,2390.0
2026-01-20,145775.0,152500.0,145500.0,150565.0,20253.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,4790.0,2472.0
2026-01-21,151575.0,158475.0,151575.0,152862.0,29109.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1287.0,-3503.0
2026-01-22,151557.0,157086.0,148777.0,156341.0,23508.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,4784.0,3497.0
2026-01-23,158889.0,159226.0,155248.0,156037.0,16922.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-2852.0,-7636.0
2026-01-27,158674.0,159820.0,157413.0,157699.0,13077.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-975.0,1877.0
2026-01-28,159900.0,166500.0,159900.0,165915.0,13327.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,6015.0,6990.0
2026-01-29,169882.0,180779.0,157808.0,169403.0,15683.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-479.0,-6494.0
2026-01-30,167899.0,168000.0,149075.0,149653.0,3054.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-18246.0,-17767.0
2026-02-01,145164.0,146800.0,136185.0,142217.0,619.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-2947.0,15299.0
2026-02-02,140000.0,147000.0,133687.0,141693.0,528.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1693.0,4640.0
2026-02-03,145943.0,150000.0,145943.0,149244.0,103.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,3301.0,1608.0
2026-02-04,149244.0,149244.0,149244.0,149244.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,0.0,-3301.0
2026-02-05,150299.0,151500.0,147000.0,149581.0,41.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-718.0,-718.0
